"ucsc","hgnc_symbol","ensembl_gene_id","ensembl_transcript_id"
"uc002jdx.4","ICAM2","ENSG00000108622","ENST00000583366"
"uc002jdv.4","ICAM2","ENSG00000108622","ENST00000584084"
"uc010ded.3","ICAM2","ENSG00000108622","ENST00000412356"
"uc002jdv.4","ICAM2","ENSG00000108622","ENST00000418105"
"uc002vcr.3","C2orf80","ENSG00000188674","ENST00000341287"
"uc002vcr.3","C2orf80","ENSG00000188674","ENST00000451346"
"uc002vcr.3","C2orf80","ENSG00000188674","ENST00000428015"
"uc002vcr.3","C2orf80","ENSG00000188674","ENST00000453017"
"uc002vcr.3","C2orf80","ENSG00000188674","ENST00000423952"
"uc001vnq.2","DOCK9","ENSG00000088387","ENST00000400228"
"uc021rlw.1","DOCK9","ENSG00000088387","ENST00000376460"
"uc001vnr.2","DOCK9","ENSG00000088387","ENST00000419908"
"uc001vnu.1","DOCK9","ENSG00000088387","ENST00000340449"
"uc001vnt.2","DOCK9","ENSG00000088387","ENST00000339416"
"uc010tir.1","DOCK9","ENSG00000088387","ENST00000448493"
"uc010tis.1","DOCK9","ENSG00000088387","ENST00000442173"
"uc002gnc.2","SHISA6","ENSG00000188803","ENST00000441885"
"uc010com.3","SHISA6","ENSG00000188803","ENST00000432116"
"uc002gna.4","SHISA6","ENSG00000188803","ENST00000409168"
"uc001ort.3","LAMTOR1","ENSG00000149357","ENST00000545249"
"uc001ort.3","LAMTOR1","ENSG00000149357","ENST00000544594"
"uc001ort.3","LAMTOR1","ENSG00000149357","ENST00000278671"
"uc001ort.3","LAMTOR1","ENSG00000149357","ENST00000538404"
"uc001ort.3","LAMTOR1","ENSG00000149357","ENST00000535872"
"uc002kog.2","RAB31","ENSG00000168461","ENST00000578921"
"uc002kog.2","RAB31","ENSG00000168461","ENST00000581109"
"uc001bps.3","SESN2","ENSG00000130766","ENST00000253063"
"uc003xrd.3","FAM150A","ENSG00000196711","ENST00000358543"
"uc011ldt.2","FAM150A","ENSG00000196711","ENST00000523939"
"uc001xlb.2","GALNT16","ENSG00000100626","ENST00000337827"
"uc001xla.2","GALNT16","ENSG00000100626","ENST00000553471"
"uc010aqu.2","GALNT16","ENSG00000100626","ENST00000448469"
"uc001xla.2","GALNT16","ENSG00000100626","ENST00000553669"
"uc002cxh.2","ANKS3","ENSG00000168096","ENST00000591185"
"uc002cxh.2","ANKS3","ENSG00000168096","ENST00000589035"
"uc002cxj.2","ANKS3","ENSG00000168096","ENST00000304283"
"uc010uxs.2","ANKS3","ENSG00000168096","ENST00000585773"
"uc021tck.1","ANKS3","ENSG00000168096","ENST00000588513"
"uc002cxm.3","ANKS3","ENSG00000168096","ENST00000586605"
"uc021tck.1","ANKS3","ENSG00000168096","ENST00000592421"
"uc002cxm.3","ANKS3","ENSG00000168096","ENST00000586166"
"uc002cxk.3","ANKS3","ENSG00000168096","ENST00000446014"
"uc002cxm.3","ANKS3","ENSG00000168096","ENST00000450067"
"uc002fdh.1","WDR59","ENSG00000103091","ENST00000262144"
"uc002fdf.1","WDR59","ENSG00000103091","ENST00000563797"
"uc002fdg.1","WDR59","ENSG00000103091","ENST00000569229"
"uc001mse.2","METTL15","ENSG00000169519","ENST00000406787"
"uc001msh.2","METTL15","ENSG00000169519","ENST00000407364"
"uc001msg.2","METTL15","ENSG00000169519","ENST00000303459"
"uc001msg.2","METTL15","ENSG00000169519","ENST00000342303"
"uc002mrg.1","SWSAP1","ENSG00000173928","ENST00000312423"
"uc010tci.2","ANHX","ENSG00000227059","ENST00000545940"
"uc010tci.2","ANHX","ENSG00000227059","ENST00000419717"
"uc002koh.4","TXNDC2","ENSG00000168454","ENST00000536353"
"uc002koh.4","TXNDC2","ENSG00000168454","ENST00000584255"
"uc002koh.4","TXNDC2","ENSG00000168454","ENST00000357775"
"uc002koi.4","TXNDC2","ENSG00000168454","ENST00000306084"
"uc003gfp.3","ADD1","ENSG00000087274","ENST00000513328"
"uc003gfo.3","ADD1","ENSG00000087274","ENST00000503455"
"uc003gfs.3","ADD1","ENSG00000087274","ENST00000355842"
"uc003gfo.3","ADD1","ENSG00000087274","ENST00000398123"
"uc003gfr.3","ADD1","ENSG00000087274","ENST00000398129"
"uc003gfu.3","ADD1","ENSG00000087274","ENST00000506157"
"uc003gfq.3","ADD1","ENSG00000087274","ENST00000514940"
"uc003gfq.3","ADD1","ENSG00000087274","ENST00000264758"
"uc003gfr.3","ADD1","ENSG00000087274","ENST00000446856"
"uc003gfo.3","ADD1","ENSG00000087274","ENST00000398125"
"uc011mle.1","MIR221","ENSG00000207870","ENST00000385135"
"uc001htq.3","TAF5L","ENSG00000135801","ENST00000366676"
"uc001htr.3","TAF5L","ENSG00000135801","ENST00000366675"
"uc001htq.3","TAF5L","ENSG00000135801","ENST00000258281"
"uc003vjy.3","PTPRZ1","ENSG00000106278","ENST00000393386"
"uc003vjz.3","PTPRZ1","ENSG00000106278","ENST00000449182"
"uc010ryg.2","ARCN1","ENSG00000095139","ENST00000392859"
"uc009zag.3","ARCN1","ENSG00000095139","ENST00000359415"
"uc001ptq.3","ARCN1","ENSG00000095139","ENST00000264028"
"uc003cch.3","UBE2E1","ENSG00000170142","ENST00000306627"
"uc003cci.3","UBE2E1","ENSG00000170142","ENST00000346855"
"uc003cch.3","UBE2E1","ENSG00000170142","ENST00000442670"
"uc011awh.2","UBE2E1","ENSG00000170142","ENST00000467766"
"uc021wua.1","UBE2E1","ENSG00000170142","ENST00000424381"
"uc021wua.1","UBE2E1","ENSG00000170142","ENST00000452012"
"uc001jtt.1","MRPS16","ENSG00000182180","ENST00000479005"
"uc001jts.1","MRPS16","ENSG00000182180","ENST00000372945"
"uc001jts.1","MRPS16","ENSG00000182180","ENST00000372940"
"uc001jtt.1","MRPS16","ENSG00000182180","ENST00000473427"
"uc002klb.1","LINC00470","ENSG00000132204","ENST00000584090"
"uc002kld.1","LINC00470","ENSG00000132204","ENST00000412816"
"uc010dki.1","LINC00470","ENSG00000132204","ENST00000577867"
"uc002klc.1","LINC00470","ENSG00000132204","ENST00000584492"
"uc002klc.1","LINC00470","ENSG00000132204","ENST00000578835"
"uc002kld.1","LINC00470","ENSG00000132204","ENST00000581430"
"uc002kle.1","LINC00470","ENSG00000132204","ENST00000582862"
"uc002klf.1","LINC00470","ENSG00000132204","ENST00000577403"
"uc002klg.2","LINC00470","ENSG00000132204","ENST00000581212"
"uc002klg.2","LINC00470","ENSG00000132204","ENST00000334697"
"uc002klb.1","LINC00470","ENSG00000132204","ENST00000269201"
"uc002vcu.3","IDH1","ENSG00000138413","ENST00000345146"
"uc002vct.3","IDH1","ENSG00000138413","ENST00000446179"
"uc002vcs.3","IDH1","ENSG00000138413","ENST00000415913"
"uc002mrj.2","EPOR","ENSG00000187266","ENST00000222139"
"uc002mrj.2","EPOR","ENSG00000187266","ENST00000592375"
"uc010xlx.2","EPOR","ENSG00000187266","ENST00000588681"
"uc010xlx.2","EPOR","ENSG00000187266","ENST00000589402"
"uc002zii.3","SPATC1L","ENSG00000160284","ENST00000330205"
"uc011afu.2","SPATC1L","ENSG00000160284","ENST00000291672"
"uc003xre.4","RB1CC1","ENSG00000023287","ENST00000025008"
"uc003xrf.4","RB1CC1","ENSG00000023287","ENST00000435644"
"uc003xrf.4","RB1CC1","ENSG00000023287","ENST00000539297"
"uc003xre.4","RB1CC1","ENSG00000023287","ENST00000539297"
"uc004ckp.1","C9orf139","ENSG00000180539","ENST00000314330"
"uc001msk.3","KCNA4","ENSG00000182255","ENST00000328224"
"uc004ckq.2","FUT7","ENSG00000180549","ENST00000314412"
"uc003pkn.3","NT5E","ENSG00000135318","ENST00000369646"
"uc003pko.4","NT5E","ENSG00000135318","ENST00000257770"
"uc010kbr.3","NT5E","ENSG00000135318","ENST00000416334"
"uc010kbr.3","NT5E","ENSG00000135318","ENST00000369651"
"uc001msl.3","FSHB","ENSG00000131808","ENST00000254122"
"uc001msm.3","FSHB","ENSG00000131808","ENST00000417547"
"uc001msn.3","FSHB","ENSG00000131808","ENST00000533718"
"uc001hts.1","URB2","ENSG00000135763","ENST00000258243"
"uc003mci.4","BNIP1","ENSG00000113734","ENST00000231668"
"uc003mcj.4","BNIP1","ENSG00000113734","ENST00000351486"
"uc003mck.4","BNIP1","ENSG00000113734","ENST00000352523"
"uc003mcl.4","BNIP1","ENSG00000113734","ENST00000393770"
"uc031rxt.1","TNRC6B","ENSG00000100354","ENST00000402203"
"uc003ayn.4","TNRC6B","ENSG00000100354","ENST00000335727"
"uc003ayo.3","TNRC6B","ENSG00000100354","ENST00000446273"
"uc003aym.3","TNRC6B","ENSG00000100354","ENST00000301923"
"uc011aor.2","TNRC6B","ENSG00000100354","ENST00000454349"
"uc003uwj.3","ZAN","ENSG00000146839","ENST00000349350"
"uc003uwj.3","ZAN","ENSG00000146839","ENST00000427578"
"uc003uwk.3","ZAN","ENSG00000146839","ENST00000443370"
"uc003uwj.3","ZAN","ENSG00000146839","ENST00000443370"
"uc003uwj.3","ZAN","ENSG00000146839","ENST00000421100"
"uc003uwj.3","ZAN","ENSG00000146839","ENST00000449052"
"uc003uwk.3","ZAN","ENSG00000146839","ENST00000348028"
"uc003uwk.3","ZAN","ENSG00000146839","ENST00000546292"
"uc003uwj.3","ZAN","ENSG00000146839","ENST00000538115"
"uc003uwj.3","ZAN","ENSG00000146839","ENST00000542585"
"uc003uwj.3","ZAN","ENSG00000146839","ENST00000546213"
"uc009ytc.1","ANAPC15","ENSG00000110200","ENST00000502597"
"uc001orv.3","ANAPC15","ENSG00000110200","ENST00000543587"
"uc001orv.3","ANAPC15","ENSG00000110200","ENST00000545680"
"uc001orw.3","ANAPC15","ENSG00000110200","ENST00000227618"
"uc001orw.3","ANAPC15","ENSG00000110200","ENST00000542531"
"uc001orw.3","ANAPC15","ENSG00000110200","ENST00000535234"
"uc001orw.3","ANAPC15","ENSG00000110200","ENST00000545944"
"uc001orw.3","ANAPC15","ENSG00000110200","ENST00000538393"
"uc001orw.3","ANAPC15","ENSG00000110200","ENST00000535503"
"uc001orw.3","ANAPC15","ENSG00000110200","ENST00000538919"
"uc001orv.3","ANAPC15","ENSG00000110200","ENST00000537644"
"uc001orw.3","ANAPC15","ENSG00000110200","ENST00000438939"
"uc001orw.3","ANAPC15","ENSG00000110200","ENST00000545333"
"uc021ugk.1","RN7SKP72","ENSG00000199197","ENST00000362327"
"uc002hft.1","ATAD5","ENSG00000176208","ENST00000578295"
"uc002hfs.1","ATAD5","ENSG00000176208","ENST00000321990"
"uc001bpt.4","MED18","ENSG00000130772","ENST00000373842"
"uc001bpt.4","MED18","ENSG00000130772","ENST00000398997"
"uc004cks.2","NPDC1","ENSG00000107281","ENST00000371600"
"uc004ckt.2","NPDC1","ENSG00000107281","ENST00000371601"
"uc001mso.1","ARL14EP","ENSG00000152219","ENST00000282032"
"uc002kok.3","VAPA","ENSG00000101558","ENST00000400000"
"uc002koj.3","VAPA","ENSG00000101558","ENST00000340541"
"uc003ccj.3","NKIRAS1","ENSG00000197885","ENST00000388759"
"uc003cck.3","NKIRAS1","ENSG00000197885","ENST00000443659"
"uc003ccj.3","NKIRAS1","ENSG00000197885","ENST00000443659"
"uc003cck.3","NKIRAS1","ENSG00000197885","ENST00000421515"
"uc003ccj.3","NKIRAS1","ENSG00000197885","ENST00000425478"
"uc003ccj.3","NKIRAS1","ENSG00000197885","ENST00000437230"
"uc003ccj.3","NKIRAS1","ENSG00000197885","ENST00000412028"
"uc003ccj.3","NKIRAS1","ENSG00000197885","ENST00000415901"
"uc003ccj.3","NKIRAS1","ENSG00000197885","ENST00000416026"
"uc002nzc.2","FFAR1","ENSG00000126266","ENST00000246553"
"uc001dgw.4","ACADM","ENSG00000117054","ENST00000370841"
"uc009wbr.3","ACADM","ENSG00000117054","ENST00000370834"
"uc010orc.1","ACADM","ENSG00000117054","ENST00000534334"
"uc009wbp.3","ACADM","ENSG00000117054","ENST00000420607"
"uc009wbs.1","ACADM","ENSG00000117054","ENST00000532207"
"uc010ore.2","ACADM","ENSG00000117054","ENST00000541113"
"uc010orf.2","ACADM","ENSG00000117054","ENST00000543667"
"uc001rad.3","BCL2L14","ENSG00000121380","ENST00000589718"
"uc001rac.3","BCL2L14","ENSG00000121380","ENST00000589718"
"uc001rad.3","BCL2L14","ENSG00000121380","ENST00000586576"
"uc001rac.3","BCL2L14","ENSG00000121380","ENST00000586576"
"uc001rab.1","BCL2L14","ENSG00000121380","ENST00000484949"
"uc001rac.3","BCL2L14","ENSG00000121380","ENST00000308721"
"uc001rad.3","BCL2L14","ENSG00000121380","ENST00000396367"
"uc001rae.3","BCL2L14","ENSG00000121380","ENST00000266434"
"uc002szf.1","KIAA1211L","ENSG00000196872","ENST00000397899"
"uc002nzd.3","FFAR3","ENSG00000185897","ENST00000327809"
"uc021usm.1","FFAR3","ENSG00000185897","ENST00000594310"
"uc021yam.1","ARHGEF28","ENSG00000214944","ENST00000296794"
"uc010izf.3","ARHGEF28","ENSG00000214944","ENST00000437974"
"uc011csq.2","ARHGEF28","ENSG00000214944","ENST00000426542"
"uc011csr.2","ARHGEF28","ENSG00000214944","ENST00000296799"
"uc003kda.4","ARHGEF28","ENSG00000214944","ENST00000512883"
"uc010izf.3","ARHGEF28","ENSG00000214944","ENST00000545377"
"uc011csq.2","ARHGEF28","ENSG00000214944","ENST00000513042"
"uc010izf.3","ARHGEF28","ENSG00000214944","ENST00000287898"
"uc001msq.3","MPPED2","ENSG00000066382","ENST00000448418"
"uc001msr.3","MPPED2","ENSG00000066382","ENST00000358117"
"uc021usn.1","GPR42","ENSG00000126251","ENST00000597214"
"uc001bpw.3","PHACTR4","ENSG00000204138","ENST00000373839"
"uc001bpv.1","PHACTR4","ENSG00000204138","ENST00000493669"
"uc001bpy.3","PHACTR4","ENSG00000204138","ENST00000373836"
"uc021ugl.1","CBX3P2","ENSG00000266405","ENST00000579647"
"uc003lrg.4","PDE6A","ENSG00000132915","ENST00000255266"
"uc001udl.3","VPS37B","ENSG00000139722","ENST00000267202"
"uc001udl.3","VPS37B","ENSG00000139722","ENST00000535765"
"uc002nzg.2","FFAR2","ENSG00000126262","ENST00000599180"
"uc010eea.3","FFAR2","ENSG00000126262","ENST00000246549"
"uc010pwa.1","GALNT2","ENSG00000143641","ENST00000366672"
"uc010pvy.1","GALNT2","ENSG00000143641","ENST00000543760"
"uc010pwa.1","GALNT2","ENSG00000143641","ENST00000541865"
"uc004duh.2","FAM104B","ENSG00000182518","ENST00000358460"
"uc022bxp.1","FAM104B","ENSG00000182518","ENST00000472571"
"uc022bxn.1","FAM104B","ENSG00000182518","ENST00000477847"
"uc022bxm.1","FAM104B","ENSG00000182518","ENST00000489298"
"uc004dug.2","FAM104B","ENSG00000182518","ENST00000332132"
"uc004dui.4","FAM104B","ENSG00000182518","ENST00000425133"
"uc002axg.1","ISLR","ENSG00000129009","ENST00000249842"
"uc002axh.1","ISLR","ENSG00000129009","ENST00000395118"
"uc004ehv.3","ARMCX1","ENSG00000126947","ENST00000372829"
"uc021uso.1","KRTDAP","ENSG00000188508","ENST00000484218"
"uc002nzh.3","KRTDAP","ENSG00000188508","ENST00000338897"
"uc001whc.3","MMP14","ENSG00000157227","ENST00000311852"
"uc004ckw.2","ENTPD2","ENSG00000054179","ENST00000355097"
"uc004ckx.2","ENTPD2","ENSG00000054179","ENST00000312665"
"uc002mrp.2","RGL3","ENSG00000205517","ENST00000562663"
"uc002mrp.2","RGL3","ENSG00000205517","ENST00000563726"
"uc002mrp.2","RGL3","ENSG00000205517","ENST00000380456"
"uc002mro.2","RGL3","ENSG00000205517","ENST00000393423"
"uc001jkk.4","PHYHIPL","ENSG00000165443","ENST00000373880"
"uc001jkm.4","PHYHIPL","ENSG00000165443","ENST00000373878"
"uc003frt.3","LPP","ENSG00000145012","ENST00000448637"
"uc003frt.3","LPP","ENSG00000145012","ENST00000416784"
"uc003frs.2","LPP","ENSG00000145012","ENST00000312675"
"uc011bsi.2","LPP","ENSG00000145012","ENST00000543006"
"uc022cam.1","ARMCX6","ENSG00000198960","ENST00000497931"
"uc004ehx.3","ARMCX6","ENSG00000198960","ENST00000361910"
"uc022cal.1","ARMCX6","ENSG00000198960","ENST00000462302"
"uc022can.1","ARMCX6","ENSG00000198960","ENST00000495964"
"uc022can.1","ARMCX6","ENSG00000198960","ENST00000539247"
"uc004ehy.3","ARMCX6","ENSG00000198960","ENST00000538627"
"uc002cxn.3","C16orf71","ENSG00000166246","ENST00000299320"
"uc002cxn.3","C16orf71","ENSG00000166246","ENST00000590191"
"uc003tmn.3","CCM2","ENSG00000136280","ENST00000461377"
"uc003tmo.3","CCM2","ENSG00000136280","ENST00000258781"
"uc003tmo.3","CCM2","ENSG00000136280","ENST00000488727"
"uc003tms.3","CCM2","ENSG00000136280","ENST00000475551"
"uc003tms.3","CCM2","ENSG00000136280","ENST00000474617"
"uc003tmn.3","CCM2","ENSG00000136280","ENST00000477605"
"uc003tmp.3","CCM2","ENSG00000136280","ENST00000541586"
"uc003tmr.3","CCM2","ENSG00000136280","ENST00000544363"
"uc003tms.3","CCM2","ENSG00000136280","ENST00000381112"
"uc004aid.3","TRPM3","ENSG00000083067","ENST00000377110"
"uc004aic.3","TRPM3","ENSG00000083067","ENST00000377111"
"uc004ahz.3","TRPM3","ENSG00000083067","ENST00000357533"
"uc004aia.3","TRPM3","ENSG00000083067","ENST00000396285"
"uc004ahw.3","TRPM3","ENSG00000083067","ENST00000396292"
"uc004ahz.3","TRPM3","ENSG00000083067","ENST00000396280"
"uc004ahy.3","TRPM3","ENSG00000083067","ENST00000358082"
"uc004ahx.3","TRPM3","ENSG00000083067","ENST00000408909"
"uc004aie.3","TRPM3","ENSG00000083067","ENST00000377101"
"uc004aif.3","TRPM3","ENSG00000083067","ENST00000396283"
"uc004aig.3","TRPM3","ENSG00000083067","ENST00000361823"
"uc004aig.3","TRPM3","ENSG00000083067","ENST00000377097"
"uc004aid.3","TRPM3","ENSG00000083067","ENST00000423814"
"uc004ahw.3","TRPM3","ENSG00000083067","ENST00000377106"
"uc004ahy.3","TRPM3","ENSG00000083067","ENST00000360823"
"uc004ahx.3","TRPM3","ENSG00000083067","ENST00000377105"
"uc003uje.3","SLC25A40","ENSG00000075303","ENST00000341119"
"uc003xdo.3","SLC25A37","ENSG00000147454","ENST00000519973"
"uc003xdo.3","SLC25A37","ENSG00000147454","ENST00000290075"
"uc003xdp.3","SLC25A37","ENSG00000147454","ENST00000518881"
"uc003xdo.3","SLC25A37","ENSG00000147454","ENST00000523930"
"uc031psq.1","PGBD5","ENSG00000177614","ENST00000391860"
"uc031psq.1","PGBD5","ENSG00000177614","ENST00000525115"
"uc011men.2","SAPCD2","ENSG00000186193","ENST00000409687"
"uc010ynk.2","NDUFAF7","ENSG00000003509","ENST00000455230"
"uc010ynj.1","NDUFAF7","ENSG00000003509","ENST00000474154"
"uc002rqa.4","NDUFAF7","ENSG00000003509","ENST00000002125"
"uc002rqc.4","NDUFAF7","ENSG00000003509","ENST00000336237"
"uc002rqa.4","NDUFAF7","ENSG00000003509","ENST00000431821"
"uc002rqa.4","NDUFAF7","ENSG00000003509","ENST00000439218"
"uc010fah.3","NDUFAF7","ENSG00000003509","ENST00000474257"
"uc011ldu.2","NPBWR1","ENSG00000183729","ENST00000331251"
"uc003ayp.4","ADSL","ENSG00000239900","ENST00000216194"
"uc003ays.4","ADSL","ENSG00000239900","ENST00000342312"
"uc010gyb.1","ADSL","ENSG00000239900","ENST00000480775"
"uc003ayp.4","ADSL","ENSG00000239900","ENST00000454266"
"uc003mvm.3","SLC22A23","ENSG00000137266","ENST00000436008"
"uc003mvm.3","SLC22A23","ENSG00000137266","ENST00000406686"
"uc003mvo.3","SLC22A23","ENSG00000137266","ENST00000380302"
"uc003mvn.3","SLC22A23","ENSG00000137266","ENST00000490273"
"uc010jnn.3","SLC22A23","ENSG00000137266","ENST00000485307"
"uc010jnn.3","SLC22A23","ENSG00000137266","ENST00000467177"
"uc010jno.2","SLC22A23","ENSG00000137266","ENST00000380298"
"uc010wza.3","DLGAP1-AS1","ENSG00000177337","ENST00000576606"
"uc021qfk.1","DCDC1","ENSG00000170959","ENST00000444572"
"uc001mss.1","DCDC1","ENSG00000170959","ENST00000483396"
"uc009yjk.1","DCDC1","ENSG00000170959","ENST00000597505"
"uc001msv.3","DCDC1","ENSG00000170959","ENST00000452803"
"uc021qfk.1","DCDC1","ENSG00000170959","ENST00000406071"
"uc021qfk.1","DCDC1","ENSG00000170959","ENST00000339794"
"uc003xri.1","OPRK1","ENSG00000082556","ENST00000265572"
"uc010lyc.1","OPRK1","ENSG00000082556","ENST00000524278"
"uc003xrh.1","OPRK1","ENSG00000082556","ENST00000520287"
"uc003ccn.3","RPL15","ENSG00000174748","ENST00000307839"
"uc021wub.1","RPL15","ENSG00000174748","ENST00000422218"
"uc003ccn.3","RPL15","ENSG00000174748","ENST00000434031"
"uc003ccp.3","RPL15","ENSG00000174748","ENST00000413699"
"uc003ccp.3","RPL15","ENSG00000174748","ENST00000412097"
"uc003ccp.3","RPL15","ENSG00000174748","ENST00000415719"
"uc003ccq.3","RPL15","ENSG00000174748","ENST00000435882"
"uc021wub.1","RPL15","ENSG00000174748","ENST00000354811"
"uc021wub.1","RPL15","ENSG00000174748","ENST00000436146"
"uc003cco.3","RPL15","ENSG00000174748","ENST00000456530"
"uc022bxr.1","MTRNR2L10","ENSG00000256045","ENST00000545075"
"uc002cxp.1","ZNF500","ENSG00000103199","ENST00000219478"
"uc010uxt.1","ZNF500","ENSG00000103199","ENST00000545009"
"uc002cxp.1","ZNF500","ENSG00000103199","ENST00000589422"
"uc010ncb.3","UAP1L1","ENSG00000197355","ENST00000409858"
"uc004cla.4","UAP1L1","ENSG00000197355","ENST00000360271"
"uc004duj.3","PAGE5","ENSG00000158639","ENST00000289619"
"uc004duk.3","PAGE5","ENSG00000158639","ENST00000374955"
"uc004duk.3","PAGE5","ENSG00000158639","ENST00000374952"
"uc001zwe.3","SLC24A5","ENSG00000188467","ENST00000341459"
"uc001zwd.3","SLC24A5","ENSG00000188467","ENST00000482911"
"uc010bel.3","SLC24A5","ENSG00000188467","ENST00000449382"
"uc010zmr.2","USP40","ENSG00000085982","ENST00000251722"
"uc010zmr.2","USP40","ENSG00000085982","ENST00000427112"
"uc002vuo.1","USP40","ENSG00000085982","ENST00000409945"
"uc010zmr.2","USP40","ENSG00000085982","ENST00000450966"
"uc003npg.1","TRIM31","ENSG00000204616","ENST00000376734"
"uc003npg.1","TRIM31","ENSG00000204616","ENST00000540829"
"uc002zij.3","LSS","ENSG00000160285","ENST00000356396"
"uc002zil.2","LSS","ENSG00000160285","ENST00000397728"
"uc011afv.1","LSS","ENSG00000160285","ENST00000522411"
"uc002zik.2","LSS","ENSG00000160285","ENST00000457828"
"uc002gne.3","DNAH9","ENSG00000007174","ENST00000262442"
"uc002gnd.1","DNAH9","ENSG00000007174","ENST00000579828"
"uc002gne.3","DNAH9","ENSG00000007174","ENST00000454412"
"uc002gnf.3","DNAH9","ENSG00000007174","ENST00000608377"
"uc004ehz.1","ARMCX3","ENSG00000102401","ENST00000341189"
"uc004eia.1","ARMCX3","ENSG00000102401","ENST00000471229"
"uc004ehz.1","ARMCX3","ENSG00000102401","ENST00000491568"
"uc004eia.1","ARMCX3","ENSG00000102401","ENST00000479298"
"uc004eic.1","ARMCX3","ENSG00000102401","ENST00000467808"
"uc004eic.1","ARMCX3","ENSG00000102401","ENST00000537169"
"uc001htw.3","COG2","ENSG00000135775","ENST00000366669"
"uc001htx.3","COG2","ENSG00000135775","ENST00000366668"
"uc001htw.3","COG2","ENSG00000135775","ENST00000534989"
"uc010pwc.2","COG2","ENSG00000135775","ENST00000535166"
"uc031psr.1","COG2","ENSG00000135775","ENST00000546013"
"uc011kzx.2","NKX3-1","ENSG00000167034","ENST00000380871"
"uc031tao.1","NKX3-1","ENSG00000167034","ENST00000523261"
"uc002kmi.3","DLGAP1-AS2","ENSG00000262001","ENST00000572856"
"uc002kml.1","DLGAP1-AS3","ENSG00000263724","ENST00000577649"
"uc011kzy.3","NKX2-6","ENSG00000180053","ENST00000325017"
"uc011kzy.3","NKX2-6","ENSG00000180053","ENST00000418222"
"uc001amb.2","CHD5","ENSG00000116254","ENST00000262450"
"uc001amb.2","CHD5","ENSG00000116254","ENST00000462991"
"uc001amb.2","CHD5","ENSG00000116254","ENST00000496404"
"uc001amb.2","CHD5","ENSG00000116254","ENST00000378021"
"uc031rhf.1","DLGAP1-AS4","ENSG00000263878","ENST00000582054"
"uc002cxr.3","SEPT12","ENSG00000140623","ENST00000396693"
"uc002cxq.3","SEPT12","ENSG00000140623","ENST00000268231"
"uc002cxq.3","SEPT12","ENSG00000140623","ENST00000587603"
"uc003pdr.3","BAG2","ENSG00000112208","ENST00000370693"
"uc011dxo.2","BAG2","ENSG00000112208","ENST00000545080"
"uc003xdw.1","STC1","ENSG00000159167","ENST00000290271"
"uc003xdw.1","STC1","ENSG00000159167","ENST00000524323"
"uc002ppm.3","TSKS","ENSG00000126467","ENST00000246801"
"uc021zzo.1","THSD7A","ENSG00000005108","ENST00000423059"
"uc021ugm.1","DLGAP1-AS5","ENSG00000261520","ENST00000565979"
"uc021ugm.1","DLGAP1-AS5","ENSG00000261520","ENST00000565811"
"uc002ubw.1","TBR1","ENSG00000136535","ENST00000389554"
"uc002ubw.1","TBR1","ENSG00000136535","ENST00000411412"
"uc010foy.2","TBR1","ENSG00000136535","ENST00000410035"
"uc011mvf.2","USP26","ENSG00000134588","ENST00000370832"
"uc010nrm.1","USP26","ENSG00000134588","ENST00000511190"
"uc010nrm.1","USP26","ENSG00000134588","ENST00000417459"
"uc010nrm.1","USP26","ENSG00000134588","ENST00000406273"
"uc003dej.3","STAB1","ENSG00000010327","ENST00000321725"
"uc022bxs.2","PAGE3","ENSG00000204279","ENST00000374951"
"uc011mon.3","PAGE3","ENSG00000204279","ENST00000519203"
"uc011cyz.1","LRRTM2","ENSG00000146006","ENST00000274711"
"uc011cyz.1","LRRTM2","ENSG00000146006","ENST00000521094"
"uc011cyz.1","LRRTM2","ENSG00000146006","ENST00000518785"
"uc001wwf.3","MIS18BP1","ENSG00000129534","ENST00000310806"
"uc004exb.1","TFDP3","ENSG00000183434","ENST00000310125"
"uc001spl.3","OS9","ENSG00000135506","ENST00000552285"
"uc001spj.3","OS9","ENSG00000135506","ENST00000315970"
"uc010srx.2","OS9","ENSG00000135506","ENST00000547079"
"uc010srz.2","OS9","ENSG00000135506","ENST00000439210"
"uc001spk.3","OS9","ENSG00000135506","ENST00000389146"
"uc010srx.2","OS9","ENSG00000135506","ENST00000413095"
"uc010sry.2","OS9","ENSG00000135506","ENST00000551035"
"uc001spn.3","OS9","ENSG00000135506","ENST00000257966"
"uc031qia.1","OS9","ENSG00000135506","ENST00000435406"
"uc001spm.3","OS9","ENSG00000135506","ENST00000389142"
"uc004cld.3","MAN1B1","ENSG00000177239","ENST00000371589"
"uc011mep.3","MAN1B1","ENSG00000177239","ENST00000544448"
"uc011mep.3","MAN1B1","ENSG00000177239","ENST00000535144"
"uc010ncc.3","MAN1B1","ENSG00000177239","ENST00000371587"
"uc011meo.2","MAN1B1","ENSG00000177239","ENST00000474902"
"uc004clf.1","MAN1B1","ENSG00000177239","ENST00000550113"
"uc003pds.3","RAB23","ENSG00000112210","ENST00000468148"
"uc003pdt.3","RAB23","ENSG00000112210","ENST00000317483"
"uc009wbt.2","RABGGTB","ENSG00000137955","ENST00000496055"
"uc001dgy.2","RABGGTB","ENSG00000137955","ENST00000319942"
"uc009wbt.2","RABGGTB","ENSG00000137955","ENST00000485459"
"uc009wbt.2","RABGGTB","ENSG00000137955","ENST00000471759"
